,UniProtID,Symbol,FullName,GOIDs,Tissues
562,O43813,LANCL1,Glutathione S-transferase LANCL1,"['GO:0005737', 'GO:0005887', 'GO:0005886', 'GO:0004930', 'GO:0043295', 'GO:0004364', 'GO:0050750', 'GO:0017124', 'GO:0008270', 'GO:0007186', 'GO:0043523', 'GO:1903203']","['Bone marrow', 'Erythrocyte', 'Fetal brain', 'Brain', 'Testis', 'Testis']"
563,O43815,STRN,Striatin,"['GO:0005923', 'GO:0005737', 'GO:0030425', 'GO:0043197', 'GO:0090443', 'GO:0016020', 'GO:0043025', 'GO:0014069', 'GO:0045211', 'GO:0070016', 'GO:0005516', 'GO:0030331', 'GO:0051721', 'GO:0044877', 'GO:0070830', 'GO:0016358', 'GO:0007626', 'GO:0008285', 'GO:0016055']","['Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
564,O43852,CALU,Calumenin,"['GO:0005783', 'GO:0005788', 'GO:0005789', 'GO:0005576', 'GO:0005794', 'GO:0042470', 'GO:0016020', 'GO:0033018', 'GO:0005509', 'GO:0044267', 'GO:0043687']","['Keratinocyte', 'Brain', 'Brain', 'Platelet', 'Melanoma', 'Melanoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
565,O43865,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,"['GO:0016324', 'GO:0005737', 'GO:0005829', 'GO:0005789', 'GO:0070062', 'GO:0042802', 'GO:0003723', 'GO:0038166', 'GO:0042045', 'GO:0006378', 'GO:0006730', 'GO:0010765', 'GO:0006611', 'GO:0044070', 'GO:1903779', 'GO:0032412', 'GO:0031440', 'GO:0051592', 'GO:0033353']","['Kidney', 'Thalamus', 'Brain', 'Brain', 'Colon', 'Eye', 'Placenta', 'PNS', 'Testis', 'Skin', 'Chondrocyte', 'Testis', 'Cervix carcinoma', 'Erythroleukemia']"
566,O60216,RAD21,Double-strand-break repair protein rad21 homolog,"['GO:0000785', 'GO:0005694', 'GO:0000775', 'GO:0008278', 'GO:0000794', 'GO:0005829', 'GO:0030893', 'GO:0016020', 'GO:0016363', 'GO:0005654', 'GO:0003682', 'GO:0006915', 'GO:0051301', 'GO:0006310', 'GO:0006302', 'GO:0051321', 'GO:0010972', 'GO:0045841', 'GO:0045876', 'GO:0071168', 'GO:0007131', 'GO:0006357', 'GO:0007062']","['Testis', 'Bone marrow', 'Cerebellum', 'Testis', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
567,O60238,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,"['GO:0005829', 'GO:0005783', 'GO:0016021', 'GO:0031224', 'GO:0005741', 'GO:0005739', 'GO:0005635', 'GO:0016607', 'GO:0042802', 'GO:0005521', 'GO:0046982', 'GO:0042803', 'GO:0071456', 'GO:0051607', 'GO:0097345', 'GO:0035694', 'GO:0043066', 'GO:0060548', 'GO:0010917', 'GO:0043065', 'GO:0016239', 'GO:0042981', 'GO:1903146', 'GO:1903214', 'GO:0016032']","['Fetal liver', 'Hair follicle dermal papilla', 'Brain', 'Kidney', 'Bone marrow', 'Cervix', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
568,O60240,PLIN1,Perilipin-1,"['GO:0005829', 'GO:0005783', 'GO:0005811', 'GO:0008289', 'GO:0016042', 'GO:0006629']","['Adipocyte', 'Brain', 'Liver']"
569,O60244,MED14,Mediator of RNA polymerase II transcription subunit 14,"['GO:0070847', 'GO:0016592', 'GO:0016020', 'GO:0005654', 'GO:0005634', 'GO:0030374', 'GO:0003713', 'GO:0003712', 'GO:0042809', 'GO:0030518', 'GO:0045944', 'GO:0045893', 'GO:0006357', 'GO:0019827', 'GO:0006367']","['Cervix carcinoma', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
570,O60266,ADCY3,Adenylate cyclase type 3,"['GO:0005929', 'GO:0005737', 'GO:0005794', 'GO:0016021', 'GO:0005887', 'GO:0016020', 'GO:0005886', 'GO:0004016', 'GO:0005524', 'GO:0005516', 'GO:0046872', 'GO:0007340', 'GO:0007189', 'GO:0007193', 'GO:0006171', 'GO:1904322', 'GO:0071377', 'GO:0030317', 'GO:0007186', 'GO:0008355', 'GO:0003091', 'GO:0007608', 'GO:0007165', 'GO:0007338']","['Fetal brain', 'Substantia nigra', 'Brain', 'Cervix carcinoma']"
571,O60268,KIAA0513,Uncharacterized protein KIAA0513,['GO:0005737'],"['Brain', 'Brain', 'Blood', 'Erythroleukemia']"
572,O60281,ZNF292,Zinc finger protein 292,"['GO:0005634', 'GO:0003677', 'GO:0001228', 'GO:0000981', 'GO:0046872']","['Endometrium', 'Placenta', 'Brain', 'Leukemic T-cell']"
573,O60296,TRAK2,Trafficking kinesin-binding protein 2,"['GO:1904115', 'GO:0044295', 'GO:0005737', 'GO:0031410', 'GO:0030425', 'GO:0032839', 'GO:0005769', 'GO:0005739', 'GO:0043025', 'GO:0005634', 'GO:0005886', 'GO:0019899', 'GO:0050811', 'GO:0019894', 'GO:0017022', 'GO:0005102', 'GO:0030911', 'GO:0008089', 'GO:0098957', 'GO:0098972', 'GO:0048813', 'GO:0008333', 'GO:0048311', 'GO:0050771', 'GO:0022008', 'GO:0008104', 'GO:0006493', 'GO:0006605', 'GO:0006357', 'GO:0047496']","['Cerebellum', 'Brain', 'Skin', 'Erythroleukemia', 'Liver']"
574,O60307,MAST3,Microtubule-associated serine/threonine-protein kinase 3,"['GO:0005524', 'GO:0000287', 'GO:0004674', 'GO:0007010', 'GO:0035556', 'GO:0018105']","['Brain', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
575,O60308,CEP104,Centrosomal protein of 104 kDa,"['GO:0005814', 'GO:0005929', 'GO:0000922', 'GO:0016595', 'GO:0016594', 'GO:0016596']","['Brain', 'Kidney', 'Skin', 'Testis']"
576,O60315,ZEB2,Zinc finger E-box-binding homeobox 2,"['GO:0005829', 'GO:0000790', 'GO:0005730', 'GO:0005634', 'GO:0001228', 'GO:0000981', 'GO:0001227', 'GO:0046872', 'GO:0019208', 'GO:0070412', 'GO:0043565', 'GO:0021846', 'GO:0048668', 'GO:0021540', 'GO:0021957', 'GO:0048066', 'GO:0021766', 'GO:0061373', 'GO:0097324', 'GO:0000122', 'GO:0007399', 'GO:0001755', 'GO:0001843', 'GO:0050772', 'GO:0043507', 'GO:1902748', 'GO:0048023', 'GO:0045636', 'GO:0045944', 'GO:0030177', 'GO:1903056', 'GO:0001756']","['Brain', 'Brain', 'Fetal brain', 'Erythroleukemia', 'Liver']"
577,O60331,PIP5K1C,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,"['GO:0005829', 'GO:0010008', 'GO:0005925', 'GO:0005654', 'GO:0001891', 'GO:0098793', 'GO:0032587', 'GO:0001931', 'GO:0052811', 'GO:0016308', 'GO:0005524', 'GO:0052812', 'GO:0030036', 'GO:0034333', 'GO:0098609', 'GO:0072583', 'GO:0061024', 'GO:0030593', 'GO:0006909', 'GO:0006661', 'GO:0014066', 'GO:0048488', 'GO:0016079']",['Brain']
578,O60333,KIF1B,Kinesin-like protein KIF1B,"['GO:0030424', 'GO:1904115', 'GO:0031410', 'GO:0030659', 'GO:0030425', 'GO:0005871', 'GO:0005874', 'GO:0005875', 'GO:0005739', 'GO:0043005', 'GO:0005524', 'GO:0008574', 'GO:0016887', 'GO:0019900', 'GO:0019894', 'GO:0008017', 'GO:0003777', 'GO:0097110', 'GO:0008089', 'GO:1990048', 'GO:0006915', 'GO:1990090', 'GO:0030705', 'GO:0032418', 'GO:0007018', 'GO:0047497', 'GO:0007274', 'GO:0007270', 'GO:0010628', 'GO:1990778', 'GO:1904647', 'GO:1990049', 'GO:0016192']","['Substantia nigra', 'Neuroblastoma', 'Brain', 'Brain', 'Placenta', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
579,O60337,MARCH6,E3 ubiquitin-protein ligase MARCH6,"['GO:0005783', 'GO:0005789', 'GO:0044322', 'GO:0000835', 'GO:0030176', 'GO:0016021', 'GO:0016020', 'GO:0019899', 'GO:0031624', 'GO:0061630', 'GO:0004842', 'GO:1990381', 'GO:0008270', 'GO:1904380', 'GO:0036503', 'GO:0010498', 'GO:0070936', 'GO:0030433']","['Brain', 'Pancreas']"
580,O60353,FZD6,Frizzled-6,"['GO:0016324', 'GO:0016327', 'GO:0009986', 'GO:0030659', 'GO:0005887', 'GO:0005886', 'GO:0004930', 'GO:0031625', 'GO:0042813', 'GO:0017147', 'GO:0060070', 'GO:0033278', 'GO:0035880', 'GO:0048105', 'GO:0001942', 'GO:0042472', 'GO:1904693', 'GO:0090090', 'GO:0043433', 'GO:0001843', 'GO:0035567', 'GO:0030168', 'GO:0007223', 'GO:0060071']","['Fetal lung', 'Uterine endothelium', 'Placenta', 'Cervix carcinoma']"
581,O60381,HBP1,HMG box-containing protein 1,"['GO:0016607', 'GO:0005654', 'GO:0003677', 'GO:0000981', 'GO:0003723', 'GO:0007050', 'GO:0016055']","['Brain', 'Hepatoma', 'Testis', 'Brain', 'Uterus', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
582,O60427,FADS1,Acyl-CoA (8-3)-desaturase,"['GO:0005789', 'GO:0016021', 'GO:0043231', 'GO:0016020', 'GO:0005739', 'GO:0062076', 'GO:0000248', 'GO:0045485', 'GO:0016491', 'GO:0036109', 'GO:0007267', 'GO:0009267', 'GO:0046456', 'GO:0043651', 'GO:0008654', 'GO:0045595', 'GO:0019216', 'GO:0006355', 'GO:0006636']","['Liver', 'Retina', 'Cerebellum', 'Neuroblastoma', 'Teratocarcinoma', 'Melanoma', 'Kidney epithelium', 'Brain']"
583,O60447,EVI5,Ecotropic viral integration site 5 protein homolog,"['GO:0005829', 'GO:0005794', 'GO:0043231', 'GO:0005815', 'GO:0005634', 'GO:0005819', 'GO:0005096', 'GO:0017137', 'GO:0090630', 'GO:0007049', 'GO:0051301', 'GO:0006886', 'GO:0043547', 'GO:0042147']","['Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
584,O60449,LY75,Lymphocyte antigen 75,"['GO:0070062', 'GO:0005887', 'GO:0030246', 'GO:0038023', 'GO:0004888', 'GO:0006897', 'GO:0006955', 'GO:0006954']","['Thymus', 'Cervix carcinoma']"
585,O60476,MAN1A2,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","['GO:0005783', 'GO:0070062', 'GO:0005794', 'GO:0000139', 'GO:0016021', 'GO:0016020', 'GO:0005509', 'GO:0004571', 'GO:1904381', 'GO:0048286', 'GO:0006491', 'GO:0006486', 'GO:0007585']","['Brain', 'Placenta', 'Brain']"
586,O60478,GPR137B,Integral membrane protein GPR137B,"['GO:0005887', 'GO:0005765', 'GO:0016020']","['Kidney', 'Spleen', 'Skin']"
587,O60486,PLXNC1,Plexin-C1,"['GO:0005887', 'GO:0016020', 'GO:0005886', 'GO:0002116', 'GO:0017154', 'GO:0005102', 'GO:0007155', 'GO:0007162', 'GO:0050772', 'GO:0030334', 'GO:0008360', 'GO:0043087', 'GO:1902287']","['Foreskin', 'Brain']"
588,O60488,ACSL4,Long-chain-fatty-acid--CoA ligase 4,"['GO:0005737', 'GO:0005789', 'GO:0070062', 'GO:0016021', 'GO:0005811', 'GO:0016020', 'GO:0044233', 'GO:0005741', 'GO:0043025', 'GO:0005778', 'GO:0047676', 'GO:0005524', 'GO:0102391', 'GO:0004467', 'GO:0031957', 'GO:0060996', 'GO:0060136', 'GO:0015908', 'GO:0008610', 'GO:0006629', 'GO:0035338', 'GO:0032307', 'GO:0030307', 'GO:0070672', 'GO:0007584', 'GO:0019432']","['Placenta', 'Retina', 'Stomach', 'Testis', 'Cervix carcinoma', 'Erythroleukemia']"
589,O60493,SNX3,Sorting nexin-3,"['GO:0030136', 'GO:0005737', 'GO:0005829', 'GO:0005769', 'GO:0031901', 'GO:0032009', 'GO:0010008', 'GO:0070062', 'GO:0080025', 'GO:0032266', 'GO:0070273', 'GO:0010314', 'GO:0019903', 'GO:0070676', 'GO:0010324', 'GO:2000642', 'GO:0050765', 'GO:0042177', 'GO:0051224', 'GO:0046597', 'GO:0010976', 'GO:0016579', 'GO:0022615', 'GO:0015031', 'GO:0030111', 'GO:0009617', 'GO:0016055']","['Cerebellum', 'Brain', 'Colon', 'Pancreas', 'Skin', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver', 'Colon carcinoma']"
590,O60502,OGA,Protein O-GlcNAcase,"['GO:0005829', 'GO:0016020', 'GO:0005634', 'GO:0102167', 'GO:0102571', 'GO:0102166', 'GO:0016231', 'GO:0004415', 'GO:0006516', 'GO:0009100', 'GO:0006044', 'GO:0006517', 'GO:0006493', 'GO:0016032']","['Meningioma', 'Brain', 'Brain', 'Cervix', 'Eye', 'Skin', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
591,O60503,ADCY9,Adenylate cyclase type 9,"['GO:0030424', 'GO:0030425', 'GO:0016021', 'GO:0005887', 'GO:0005886', 'GO:0004016', 'GO:0005524', 'GO:0046872', 'GO:0071880', 'GO:0007189', 'GO:0007193', 'GO:0006171', 'GO:0071377', 'GO:0007186', 'GO:0003091', 'GO:0007165']","['Heart', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver']"
592,O60506,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,"['GO:0071013', 'GO:0070937', 'GO:0005783', 'GO:0097452', 'GO:0071204', 'GO:0016020', 'GO:0005654', 'GO:0005634', 'GO:1990904', 'GO:0048027', 'GO:0003729', 'GO:0008143', 'GO:0003723', 'GO:0071346', 'GO:0070934', 'GO:0000398', 'GO:0017148', 'GO:0001649', 'GO:0006396', 'GO:0008380', 'GO:0016032']","['Cervix carcinoma', 'Cervix carcinoma', 'Liver', 'Eye', 'Lung', 'Urinary bladder', 'Brain', 'Cajal-Retzius cell', 'Kidney', 'Placenta', 'Embryonic kidney', 'Erythroleukemia', 'Liver']"
593,O60518,RANBP6,Ran-binding protein 6,"['GO:0005737', 'GO:0031965', 'GO:0034399', 'GO:0008139', 'GO:0008565', 'GO:0006607', 'GO:0006610']","['Endometrium', 'Kidney', 'Placenta']"
594,O60519,CREBL2,cAMP-responsive element-binding protein-like 2,"['GO:0005634', 'GO:0003677', 'GO:0003700', 'GO:0000981', 'GO:0007049', 'GO:0030154', 'GO:0045600', 'GO:0046326', 'GO:0046889', 'GO:0033138', 'GO:0045893', 'GO:0050821', 'GO:0007165', 'GO:0006351']","['Bone marrow', 'Brain', 'Skin']"
595,O60524,NEMF,Nuclear export mediator factor NEMF,"['GO:0005634', 'GO:1990112', 'GO:0043023', 'GO:0000049', 'GO:0051168', 'GO:0072344', 'GO:1990116']","['Astrocyte', 'Brain', 'Embryo', 'Thymus', 'Uterus', 'Small intestine', 'Brain', 'Kidney', 'Placenta', 'Colon carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
596,O60583,CCNT2,Cyclin-T2,"['GO:0008024', 'GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0097322', 'GO:0003682', 'GO:0061575', 'GO:0016538', 'GO:0019901', 'GO:0004674', 'GO:0070063', 'GO:0001223', 'GO:0007049', 'GO:0051301', 'GO:0019085', 'GO:0019086', 'GO:0032786', 'GO:0045944', 'GO:0000079', 'GO:0051147', 'GO:0006357', 'GO:0007519', 'GO:0042795', 'GO:0006366', 'GO:0006368']","['Brain', 'Trachea', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
597,O60671,RAD1,Cell cycle checkpoint protein RAD1,"['GO:0030896', 'GO:0005694', 'GO:0043231', 'GO:0005654', 'GO:0005634', 'GO:0008408', 'GO:0003684', 'GO:0008853', 'GO:0006974', 'GO:0071479', 'GO:0000077', 'GO:0006281', 'GO:0051598', 'GO:0021762']","['Cervix carcinoma', 'Placenta', 'Bone marrow', 'Placenta', 'Testis']"
598,O60682,MSC,Musculin,"['GO:0005654', 'GO:0005634', 'GO:0003700', 'GO:0000981', 'GO:0001227', 'GO:0046983', 'GO:0000980', 'GO:0003714', 'GO:0014707', 'GO:1990830', 'GO:0060539', 'GO:0060021', 'GO:0006366']","['B-cell', 'Muscle', 'Placenta', 'Placenta']"
599,O60684,KPNA6,Importin subunit alpha-7,"['GO:0005829', 'GO:0016020', 'GO:0005643', 'GO:0005654', 'GO:0061608', 'GO:0008139', 'GO:0008565', 'GO:0060135', 'GO:0006607', 'GO:0045944']","['Uterus', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
600,O60725,ICMT,Protein-S-isoprenylcysteine O-methyltransferase,"['GO:0005783', 'GO:0005789', 'GO:0016021', 'GO:0016020', 'GO:0003880', 'GO:0004671', 'GO:0006481', 'GO:0006464', 'GO:0043687', 'GO:0006612']","['Myeloid', 'Brain']"
601,O60749,SNX2,Sorting nexin-2,"['GO:0005737', 'GO:0005829', 'GO:0031901', 'GO:0005768', 'GO:0010008', 'GO:0030027', 'GO:0005764', 'GO:0016020', 'GO:0032991', 'GO:0030904', 'GO:0030905', 'GO:0045296', 'GO:0005154', 'GO:0005158', 'GO:1990460', 'GO:0035091', 'GO:0046982', 'GO:0042803', 'GO:1990459', 'GO:0034498', 'GO:0006897', 'GO:0006886', 'GO:0072673', 'GO:0051259', 'GO:0042147']","['Placenta', 'Cerebellum', 'Colon', 'Placenta', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
602,O60762,DPM1,Dolichol-phosphate mannosyltransferase subunit 1,"['GO:0033185', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0005634', 'GO:0004582', 'GO:0004169', 'GO:0019348', 'GO:0006506', 'GO:0035268', 'GO:0035269']","['Placenta', 'Cerebellum', 'Brain', 'Urinary bladder', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
603,O60765,ZNF354A,Zinc finger protein 354A,"['GO:0005829', 'GO:0005730', 'GO:0005634', 'GO:0003677', 'GO:0000981', 'GO:0046872', 'GO:0006357', 'GO:0007605']","['Fetal brain', 'Inner ear']"
604,O60779,SLC19A2,Thiamine transporter 1,"['GO:0016021', 'GO:0005886', 'GO:0008517', 'GO:0015234', 'GO:0071934', 'GO:0015888', 'GO:0042723', 'GO:0055085']","['Placenta', 'Skeletal muscle', 'Fetal brain', 'Colon', 'Colon', 'Testis', 'Trachea', 'Eye', 'Erythroleukemia']"
605,O60858,TRIM13,E3 ubiquitin-protein ligase TRIM13,"['GO:0005737', 'GO:0005789', 'GO:0044322', 'GO:0016021', 'GO:0097038', 'GO:0061630', 'GO:0004842', 'GO:0008270', 'GO:0009653', 'GO:1904380', 'GO:0045087', 'GO:1902187', 'GO:0032897', 'GO:0010942', 'GO:0043123', 'GO:0016239', 'GO:0051092', 'GO:0043161', 'GO:0051865', 'GO:0010332', 'GO:0030433']","['Leukemia', 'Brain', 'Blood', 'Lung']"
606,O60861,GAS7,Growth arrest-specific protein 7,"['GO:0005884', 'GO:0005737', 'GO:0005856', 'GO:0005886', 'GO:0051015', 'GO:0008092', 'GO:0003700', 'GO:0030041', 'GO:0007050', 'GO:0030182', 'GO:0048812']","['Cerebellum', 'Brain', 'Thalamus', 'Trachea', 'Eye', 'Skin', 'Leukemic T-cell']"
607,O60885,BRD4,Bromodomain-containing protein 4,"['GO:0005694', 'GO:0000794', 'GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0003682', 'GO:0019899', 'GO:0070577', 'GO:0106140', 'GO:0002039', 'GO:0099122', 'GO:0008353', 'GO:0001134', 'GO:0006974', 'GO:0006325', 'GO:0006338', 'GO:2000002', 'GO:0010971', 'GO:2001255', 'GO:0043123', 'GO:0045944', 'GO:0032968', 'GO:0045893', 'GO:0050727', 'GO:1901407', 'GO:0000083', 'GO:0016032']","['Placenta', 'Testis', 'Carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
608,O60911,CTSV,Cathepsin L2,"['GO:0045177', 'GO:0009897', 'GO:0005576', 'GO:0005615', 'GO:0043202', 'GO:0005764', 'GO:0005902', 'GO:0043005', 'GO:0043204', 'GO:0030141', 'GO:0004177', 'GO:0004197', 'GO:0008234', 'GO:0030984', 'GO:0042277', 'GO:0044877', 'GO:0004252', 'GO:0019886', 'GO:0048102', 'GO:0009267', 'GO:0046697', 'GO:0022617', 'GO:0010259', 'GO:0021675', 'GO:0051603', 'GO:0045616', 'GO:0051384', 'GO:0009749', 'GO:0034698', 'GO:1990834', 'GO:0060008', 'GO:0007283']","['Brain', 'Corneal epithelium', 'Kidney', 'Thymus']"
609,O60934,NBN,Nibrin,"['GO:0005829', 'GO:0030870', 'GO:0000784', 'GO:0042405', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0016605', 'GO:0005657', 'GO:0035861', 'GO:0003684', 'GO:0047485', 'GO:0008134', 'GO:0001832', 'GO:0007050', 'GO:0008283', 'GO:0000077', 'GO:0030330', 'GO:0000729', 'GO:0032508', 'GO:0006260', 'GO:0006302', 'GO:0000724', 'GO:0006303', 'GO:0097193', 'GO:0045190', 'GO:0051321', 'GO:0007093', 'GO:0007095', 'GO:1904354', 'GO:0050885', 'GO:0033674', 'GO:0031954', 'GO:0032206', 'GO:0030174', 'GO:0042770', 'GO:0090656', 'GO:0016233', 'GO:0000723', 'GO:0090737', 'GO:0031860']","['Fibroblast', 'Brain', 'Synovial cell', 'Brain', 'Skin', 'Testis', 'Colon endothelium', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
610,O60942,RNGTT,mRNA-capping enzyme,"['GO:0005654', 'GO:0005634', 'GO:0005525', 'GO:0004484', 'GO:0004651', 'GO:0004725', 'GO:0008138', 'GO:0008192', 'GO:0050355', 'GO:0006370', 'GO:0006396', 'GO:0006366', 'GO:0016032']","['Colon adenocarcinoma', 'Skin']"
611,O75027,ABCB7,"ATP-binding cassette sub-family B member 7, mitochondrial","['GO:0016021', 'GO:0005743', 'GO:0005524', 'GO:0042626', 'GO:0015232', 'GO:0006879', 'GO:0055085']","['Placenta', 'Umbilical cord blood', 'Muscle']"
612,O75030,MITF,Microphthalmia-associated transcription factor,"['GO:0005654', 'GO:0005634', 'GO:0032991', 'GO:0003682', 'GO:0001228', 'GO:0000981', 'GO:0001227', 'GO:0070888', 'GO:0046983', 'GO:0000978', 'GO:0046849', 'GO:0043010', 'GO:0044336', 'GO:0045165', 'GO:0030318', 'GO:0030336', 'GO:0000122', 'GO:0030316', 'GO:2000144', 'GO:0010628', 'GO:0045944', 'GO:0045893', 'GO:0065003', 'GO:0042127', 'GO:0045670', 'GO:2001141', 'GO:0006355', 'GO:0006351']","['Kidney', 'Skin', 'Uterus', 'Thalamus', 'Skin', 'Kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Blood']"
613,O75071,EFCAB14,EF-hand calcium-binding domain-containing protein 14,['GO:0005509'],"['Brain', 'Placenta', 'Erythroleukemia']"
614,O75113,N4BP1,NEDD4-binding protein 1,"['GO:0005730', 'GO:0016605', 'GO:0034644', 'GO:0032435', 'GO:0031397']","['Brain', 'Uterus', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
615,O75116,ROCK2,Rho-associated protein kinase 2,"['GO:0005813', 'GO:0036464', 'GO:0005829', 'GO:0005634', 'GO:0005886', 'GO:0005524', 'GO:0046872', 'GO:0004674', 'GO:0017048', 'GO:0072518', 'GO:0003723', 'GO:0005198', 'GO:0048156', 'GO:0050321', 'GO:0003180', 'GO:1905145', 'GO:0071394', 'GO:0051298', 'GO:0030866', 'GO:0048013', 'GO:0007186', 'GO:0007249', 'GO:0061157', 'GO:0016525', 'GO:1903347', 'GO:0070168', 'GO:0010629', 'GO:0035509', 'GO:0045019', 'GO:0150033', 'GO:0018105', 'GO:0018107', 'GO:1902993', 'GO:1902004', 'GO:1902961', 'GO:0010613', 'GO:0030335', 'GO:0010825', 'GO:0032723', 'GO:1905205', 'GO:0010595', 'GO:0090271', 'GO:0010628', 'GO:0043410', 'GO:1902966', 'GO:0001934', 'GO:0051496', 'GO:0072659', 'GO:0006468', 'GO:0032956', 'GO:0110061', 'GO:0097746', 'GO:0030155', 'GO:2000145', 'GO:1900037', 'GO:0042752', 'GO:2000114', 'GO:1903140', 'GO:0051893', 'GO:0045616', 'GO:0031644', 'GO:0051246', 'GO:0051492', 'GO:1990776', 'GO:0002931', 'GO:0071559', 'GO:0007266', 'GO:0048511', 'GO:0006939', 'GO:0048010', 'GO:0039694']","['Brain', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
616,O75121,MFAP3L,Microfibrillar-associated protein 3-like,"['GO:0005737', 'GO:0016021', 'GO:0005634', 'GO:0005886']","['Testis', 'Testis', 'Brain', 'Hippocampus', 'Testis']"
617,O75131,CPNE3,Copine-3,"['GO:0035577', 'GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005925', 'GO:0005739', 'GO:0005730', 'GO:0005634', 'GO:0005886', 'GO:0005544', 'GO:0048306', 'GO:0004674', 'GO:0030971', 'GO:0003723', 'GO:0005215', 'GO:0071277', 'GO:0071363', 'GO:0038128', 'GO:0046474', 'GO:0006629', 'GO:0043312', 'GO:0030335', 'GO:0016192']","['Brain', 'Trachea', 'Brain', 'Skin', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
618,O75132,ZBED4,Zinc finger BED domain-containing protein 4,"['GO:0005737', 'GO:0005654', 'GO:0005634', 'GO:0003677', 'GO:0000981', 'GO:0046872', 'GO:0046983']","['Brain', 'Cervix carcinoma', 'Erythroleukemia']"
619,O75152,ZC3H11A,Zinc finger CCCH domain-containing protein 11A,"['GO:0005654', 'GO:0000981', 'GO:0046872', 'GO:0003729', 'GO:0003723', 'GO:0031124', 'GO:0006406', 'GO:0016973', 'GO:0006405']","['Brain', 'Fetal kidney', 'Retina', 'Kidney', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
620,O75157,TSC22D2,TSC22 domain family protein 2,"['GO:0000981', 'GO:0006970']","['Brain', 'Brain', 'Cervix carcinoma', 'Liver']"
